t_us,addr,bus,data_hex
1770548202480604,0x228,2,40c0e000
1770548202480616,0x228,0,40c0e000
1770548202480864,0x115,0,00c00080000056
1770548202480877,0x115,2,00c00080000056
1770548202481131,0x178,0,00000000000050c6
1770548202481145,0x178,2,00000000000050c6
1770548202481431,0x155,2,b2e628256bd32805
1770548202481446,0x155,0,b2e628256bd32805
1770548202481457,0x145,2,ffcf14
1770548202481465,0x145,0,ffcf14
1770548202482087,0x1d4,2,000400000800a081
1770548202482100,0x1d4,0,000400000800a081
1770548202483274,0x288,0,0000fc7f00
1770548202483287,0x288,2,0000fc7f00
1770548202483537,0x368,0,45f15162644c2f00
1770548202483553,0x368,2,45f15162644c2f00
1770548202483806,0x154,0,18321000000040ef
1770548202483818,0x154,2,18321000000040ef
1770548202486006,0x102,0,d499f6fff6fffc1f
1770548202486020,0x102,2,d499f6fff6fffc1f
1770548202488018,0x106,0,00600080000000e7
1770548202488036,0x106,2,00600080000000e7
1770548202488294,0x116,0,ff4ff4418b25
1770548202488307,0x116,2,ff4ff4418b25
1770548202488567,0x136,0,00800080ffb700ed
1770548202488580,0x136,2,00800080ffb700ed
1770548202488866,0x2bf,0,0000529f79eb3a4a
1770548202488880,0x2bf,2,0000529f79eb3a4a
1770548202488889,0x2a6,2,a2fbff
1770548202488898,0x2a6,0,a2fbff
1770548202490058,0x268,0,00000000c3000000
1770548202490072,0x268,2,00000000c3000000
1770548202490330,0xe,0,1fa2200004fff012
1770548202490343,0xe,2,1fa2200004fff012
1770548202490596,0x228,2,40c0f0cd
1770548202490609,0x228,0,40c0f0cd
1770548202490868,0x178,0,00000000000060d6
1770548202490882,0x178,2,00000000000060d6
1770548202491227,0x108,2,00000000b1c7
1770548202491242,0x108,0,00000000b1c7
1770548202491254,0x115,2,00e00080000076
1770548202491531,0x115,0,00e00080000076
1770548202491545,0x148,0,0126076abf04bf60
1770548202491555,0x148,2,0126076abf04bf60
1770548202491817,0x155,0,b2f628256be32805
1770548202491834,0x155,2,b2f628256be32805
1770548202492122,0x185,0,377003233002bc41
1770548202492136,0x185,2,377003233002bc41
1770548202492146,0x145,0,ffef34
1770548202492156,0x145,2,ffef34
1770548202492415,0x1d4,2,000400000800c0a1
1770548202492429,0x1d4,0,000400000800c0a1
1770548202492688,0x1f8,2,a5f47a50cfb7a605
1770548202492896,0x1f8,0,a5f47a50cfb7a605
1770548202493211,0x298,2,0000fc7f00
1770548202493441,0x298,0,0000fc7f00
1770548202493703,0x154,0,183210000000600f
1770548202493717,0x154,2,183210000000600f
1770548202496014,0x102,0,d499f7fff7fffc1f
1770548202496028,0x102,2,d499f7fff7fffc1f
1770548202498026,0x256,0,9c190030005812a7
1770548202498045,0x256,2,9c190030005812a7
1770548202498306,0x106,0,0080008000000007
1770548202498322,0x106,2,0080008000000007
1770548202498578,0x116,0,ff4ff4418c26
1770548202498592,0x116,2,ff4ff4418c26
1770548202498877,0x136,0,00800080ffc700fd
1770548202498891,0x136,2,00800080ffc700fd
1770548202498901,0x2a6,0,a3fcff
1770548202498910,0x2a6,2,a3fcff
1770548202499244,0x236,2,b4800961d6
1770548202499257,0x236,0,b4800961d6
1770548202499267,0x258,2,a0c800d8000005ed
1770548202499542,0x258,0,a0c800d8000005ed
1770548202499556,0x206,2,0000000000006068
1770548202499566,0x206,0,0000000000006068
1770548202500088,0xe,0,1fa2200004ff006d
1770548202500102,0xe,2,1fa2200004ff006d
1770548202500353,0x228,0,40c000b2
1770548202500366,0x228,2,40c000b2
1770548202500820,0x308,2,1010eaa0b9000000
1770548202500834,0x308,0,1010eaa0b9000000
1770548202501092,0x115,0,00000080000096
1770548202501105,0x115,2,00000080000096
1770548202501363,0x178,2,00000000000070e6
1770548202501378,0x178,0,00000000000070e6
1770548202501681,0x155,2,b20628256bf32805
1770548202501697,0x155,0,b20628256bf32805
1770548202501708,0x318,0,615c741475000000
1770548202501718,0x318,2,615c741475000000
1770548202501968,0x145,0,ff0f54
1770548202501981,0x145,2,ff0f54
1770548202502241,0x1d4,0,000400000800e0c1
1770548202502256,0x1d4,2,000400000800e0c1
1770548202503473,0x288,0,0000fc7f00
1770548202503486,0x288,2,0000fc7f00
1770548202503734,0x408,0,d0
1770548202503746,0x408,2,d0
1770548202504057,0x154,2,183210000000802f
1770548202504071,0x154,0,183210000000802f
1770548202504081,0x328,0,b9b9800200000000
1770548202504090,0x328,2,b9b9800200000000
1770548202504351,0x3f8,2,790265026b025502
1770548202504365,0x3f8,0,790265026b025502
1770548202504722,0x51a,0,470b000000000800
1770548202504736,0x51a,2,470b000000000800
1770548202505998,0x102,0,c899f7fff6fffc1f
1770548202506011,0x102,2,c899f7fff6fffc1f
1770548202508033,0x106,2,00a0008000000027
1770548202508051,0x106,0,00a0008000000027
1770548202508296,0x116,0,ff4ff4418d27
1770548202508309,0x116,2,ff4ff4418d27
1770548202508585,0x136,2,00800080ffd7000d
1770548202508600,0x136,0,00800080ffd7000d
1770548202508854,0x2a6,2,a4fdff
1770548202508867,0x2a6,0,a4fdff
1770548202509914,0xe,0,1fa2200004ff10a0
1770548202509928,0xe,2,1fa2200004ff10a0
1770548202510413,0x228,0,40c0107f
1770548202510425,0x228,2,40c0107f
1770548202510678,0x238,0,40c80000000060ba
1770548202510692,0x238,2,40c80000000060ba
1770548202510938,0x115,2,002000800000b6
1770548202510950,0x115,0,002000800000b6
1770548202511286,0x108,0,00000000c1d7
1770548202511301,0x108,2,00000000c1d7
1770548202511313,0x148,0,0126076abe04cf6f
1770548202511322,0x148,2,0126076abe04cf6f
1770548202511574,0x155,0,b21628256b032805
1770548202511592,0x155,2,b21628256b032805
1770548202511844,0x178,0,00000000000080f6
1770548202511857,0x178,2,00000000000080f6
1770548202512143,0x145,2,ff2f74
1770548202512156,0x145,0,ff2f74
1770548202512165,0x185,2,377003233002cc51
1770548202512174,0x185,0,377003233002cc51
1770548202512424,0x1d4,0,00040000080000e1
1770548202512437,0x1d4,2,00040000080000e1
1770548202512689,0x1f8,0,a5f47a61d0c7a605
1770548202512705,0x1f8,2,a5f47a61d0c7a605
1770548202512951,0x2d5,0,0c204043
1770548202512963,0x2d5,2,0c204043
1770548202513227,0x2e5,0,88000000004809f6
1770548202513240,0x2e5,2,88000000004809f6
1770548202513521,0x1a5,0,0f03000000000000
1770548202513535,0x1a5,2,0f03000000000000
1770548202513545,0x253,0,0000e0282800
1770548202513554,0x253,2,0000e0282800
1770548202513804,0x2c8,0,6e8d1b611c25d052
1770548202513817,0x2c8,2,6e8d1b611c25d052
1770548202514068,0x154,0,183210000000a04f
1770548202514081,0x154,2,183210000000a04f
1770548202514328,0x298,0,0000fc7f00
1770548202514341,0x298,2,0000fc7f00
1770548202516460,0x102,0,c899f6fff6fffc1f
1770548202516474,0x102,2,c899f6fff6fffc1f
1770548202518037,0x106,0,00c0008000000047
1770548202518054,0x106,2,00c0008000000047
1770548202518323,0x116,0,ff4ff4418e28
1770548202518337,0x116,2,ff4ff4418e28
1770548202518634,0x136,2,00800080ffe7001d
1770548202518650,0x136,0,00800080ffe7001d
1770548202518660,0x2a6,0,a5feff
1770548202518669,0x2a6,2,a5feff
1770548202518999,0x236,0,b4800971e6
1770548202519012,0x236,2,b4800971e6
1770548202519022,0x206,0,0000000000007078
1770548202519032,0x206,2,0000000000007078
1770548202519991,0xe,0,1fa2200004ff20ea
1770548202520006,0xe,2,1fa2200004ff20ea
1770548202520268,0x228,0,40c02035
1770548202520281,0x228,2,40c02035
1770548202520954,0x115,2,004000800000d6
1770548202520968,0x115,0,004000800000d6
1770548202521268,0x178,0,0000000000009006
1770548202521282,0x178,2,0000000000009006
1770548202521292,0x155,2,b22628256b132805
1770548202521574,0x155,0,b22628256b132805
1770548202521590,0x145,0,ff4f94
1770548202521600,0x145,2,ff4f94
1770548202522071,0x1d4,0,0004000008002001
1770548202522086,0x1d4,2,0004000008002001
1770548202523232,0x288,0,0000fc7f00
1770548202523246,0x288,2,0000fc7f00
1770548202523722,0x154,0,183210000000c06f
1770548202523736,0x154,2,183210000000c06f
1770548202523999,0x204,2,46003a86
1770548202524012,0x204,0,46003a86
1770548202525967,0x102,2,bc99f6fff6fffc1f
1770548202526202,0x102,0,bc99f6fff6fffc1f
1770548202527984,0x106,0,00e0008000000067
1770548202528000,0x106,2,00e0008000000067
1770548202528252,0x116,0,ff4ff4418f29
1770548202528265,0x116,2,ff4ff4418f29
1770548202528561,0x136,0,00800080fff7002d
1770548202528575,0x136,2,00800080fff7002d
1770548202528584,0x2a6,0,a6ffff
1770548202528592,0x2a6,2,a6ffff
1770548202529606,0x2bf,0,0000529f79eb5a6a
1770548202529620,0x2bf,2,0000529f79eb5a6a
1770548202530460,0xe,0,1fa2200004ff3027
1770548202530474,0xe,2,1fa2200004ff3027
1770548202530720,0x228,0,40c030f8
1770548202530733,0x228,2,40c030f8
1770548202530981,0x115,0,006000800000f6
1770548202530995,0x115,2,006000800000f6
1770548202531247,0x178,0,000000000000a016
1770548202531260,0x178,2,000000000000a016
1770548202531509,0x108,0,00000000d1e7
1770548202531524,0x108,2,00000000d1e7
1770548202531779,0x148,0,0126076abe04df7f
1770548202531793,0x148,2,0126076abe04df7f
1770548202532079,0x155,2,b23628256b232805
1770548202532095,0x155,0,b23628256b232805
1770548202532106,0x185,0,377003233002dc61
1770548202532115,0x185,2,377003233002dc61
1770548202532359,0x145,0,ff6fb4
1770548202532371,0x145,2,ff6fb4
1770548202532621,0x1d4,2,0004000008004021
1770548202532634,0x1d4,0,0004000008004021
1770548202532884,0x1f8,2,a5f47a71d0d7a605
1770548202532900,0x1f8,0,a5f47a71d0d7a605
1770548202533413,0x3d8,0,ae0600
1770548202533426,0x3d8,2,ae0600
1770548202533672,0x298,0,0000fc7f00
1770548202533686,0x298,2,0000fc7f00
1770548202533940,0x154,0,183210000000e08f
1770548202533952,0x154,2,183210000000e08f
1770548202534288,0x28a,0,0000ff1f00000000
1770548202534301,0x28a,2,0000ff1f00000000
1770548202534311,0x21a,0,8f000a004a008a00
1770548202534320,0x21a,2,8f000a004a008a00
1770548202535345,0x3da,2,01046ae1c64e0000
1770548202535359,0x3da,0,01046ae1c64e0000
1770548202535670,0x3aa,2,3200800000008080
1770548202535684,0x3aa,0,3200800000008080
1770548202535694,0x210,0,0000dc15168900
1770548202535703,0x210,2,0000dc15168900
1770548202535964,0x2aa,0,2b2b4350c9000000
1770548202535977,0x2aa,2,2b2b4350c9000000
1770548202536236,0x102,0,e399f6fff7fffc1f
1770548202536250,0x102,2,e399f6fff7fffc1f
1770548202538054,0x106,0,0000008000000087
1770548202538071,0x106,2,0000008000000087
1770548202538329,0x116,0,ff4ff441801a
1770548202538342,0x116,2,ff4ff441801a
1770548202538628,0x136,0,00800080ff07003d
1770548202538642,0x136,2,00800080ff07003d
1770548202538652,0x2a6,0,97f0ff
1770548202538661,0x2a6,2,97f0ff
1770548202538915,0x236,0,b4800981f6
1770548202538928,0x236,2,b4800981f6
1770548202539231,0x206,2,0000000000008088
1770548202539245,0x206,0,0000000000008088
1770548202540262,0xe,0,1fa2200004ff407e
1770548202540455,0xe,2,1fa2200004ff407e
1770548202540469,0x228,0,40c040a1
1770548202540479,0x228,2,40c040a1
1770548202540741,0x25a,0,0010000000000000
1770548202540755,0x25a,2,0010000000000000
1770548202541013,0x115,0,00800080000016
1770548202541026,0x115,2,00800080000016
1770548202541321,0x178,2,000000000000b026
1770548202541334,0x178,0,000000000000b026
1770548202541345,0x155,0,b24628256b332805
1770548202541357,0x155,2,b24628256b332805
1770548202541617,0x23a,0,0018005200050000
1770548202541630,0x23a,2,0018005200050000
1770548202541915,0x145,0,ff8fd4
1770548202541928,0x145,2,ff8fd4
1770548202541937,0x27a,2,2e2e0611080400
1770548202541947,0x27a,0,2e2e0611080400
1770548202542230,0x1d4,2,0004000008006041
1770548202542244,0x1d4,0,0004000008006041
1770548202542503,0x24a,0,0f0feba0b900fe00
1770548202542517,0x24a,2,0f0feba0b900fe00
1770548202542774,0x22a,0,6702982100000000
1770548202542788,0x22a,2,6702982100000000
1770548202543045,0x29a,0,0000fe0000000000
1770548202543059,0x29a,2,0000fe0000000000
1770548202543344,0x51e,0,d8d0010000000000
1770548202543357,0x51e,2,d8d0010000000000
1770548202543367,0x20e,2,14402200bc000f00
1770548202543637,0x20e,0,14402200bc000f00
1770548202543650,0x288,0,0000fc7f00
1770548202543660,0x288,2,0000fc7f00
1770548202543916,0x154,0,18321000000000af
1770548202543931,0x154,2,18321000000000af
1770548202544254,0x31e,0,0100000000000000
1770548202544268,0x31e,2,0100000000000000
1770548202544278,0x40e,0,00
1770548202544286,0x40e,2,00
1770548202546119,0x102,0,d699f6fff6fffc1f
1770548202546134,0x102,2,d699f6fff6fffc1f
1770548202546391,0x21c,0,0008008487020008
1770548202546405,0x21c,2,0008008487020008
1770548202546664,0x25c,0,0102000a00002102
1770548202546678,0x25c,2,0102000a00002102
1770548202547905,0x106,0,00200080000000a7
1770548202547921,0x106,2,00200080000000a7
1770548202548231,0x266,0,880200000060cc3f
1770548202548245,0x266,2,880200000060cc3f
1770548202548498,0x116,0,ff4ff441811b
1770548202548512,0x116,2,ff4ff441811b
1770548202548771,0x126,0,1103000000000000
1770548202548784,0x126,2,1103000000000000
1770548202549067,0x136,0,00800080ff17004d
1770548202549081,0x136,2,00800080ff17004d
1770548202549091,0x203,0,bc13
1770548202549099,0x203,2,bc13
1770548202549379,0x257,0,bc00000000004000
1770548202549392,0x257,2,bc00000000004000
1770548202549402,0x20d,2,00
1770548202549410,0x20d,0,00
1770548202549659,0x2a6,0,98f1ff
1770548202549672,0x2a6,2,98f1ff
1770548202550000,0x51f,2,03190000000000
1770548202550014,0x51f,0,03190000000000
1770548202550024,0xe,0,1fa2200004ff50b3
1770548202550034,0xe,2,1fa2200004ff50b3
1770548202550293,0x20a,0,00000000d01d0000
1770548202550310,0x20a,2,00000000d01d0000
1770548202550587,0x228,0,40c0506c
1770548202550600,0x228,2,40c0506c
1770548202550609,0x41e,0,00
1770548202550617,0x41e,2,00
1770548202550878,0x178,0,000000000000c036
1770548202550892,0x178,2,000000000000c036
1770548202551242,0x108,2,00000000e1f7
1770548202551258,0x108,0,00000000e1f7
1770548202551270,0x115,0,00a00080000036
1770548202551281,0x115,2,00a00080000036
1770548202551541,0x148,2,0126076abd04ef8e
1770548202551554,0x148,0,0126076abd04ef8e
1770548202551877,0x155,2,b25628256b432805
1770548202551893,0x155,0,b25628256b432805
1770548202551904,0x185,0,377003233002ec71
1770548202551914,0x185,2,377003233002ec71
1770548202552268,0x145,0,ffaff4
1770548202552281,0x145,2,ffaff4
1770548202552290,0x1d4,2,0004000008008061
1770548202552299,0x1d4,0,0004000008008061
1770548202552559,0x1f8,0,a5f47a81d0e7a605
1770548202552575,0x1f8,2,a5f47a81d0e7a605
1770548202552859,0x77d,0,1100400831
1770548202552872,0x77d,2,1100400831
1770548202552881,0x7dd,0,ff0009
1770548202552891,0x7dd,2,ff0009
1770548202553620,0x358,0,0407100170d03c23
1770548202553634,0x358,2,0407100170d03c23
1770548202553893,0x154,0,18321000000020cf
1770548202553907,0x154,2,18321000000020cf
1770548202554227,0x298,0,0000fc7f00
1770548202554240,0x298,2,0000fc7f00
1770548202556086,0x102,0,ca99f6fff5fffc1f
1770548202556100,0x102,2,ca99f6fff5fffc1f
1770548202557996,0x286,0,00010120000050fa
1770548202558010,0x286,2,00010120000050fa
1770548202558270,0x106,0,00400080000000c7
1770548202558286,0x106,2,00400080000000c7
1770548202558544,0x116,0,ff4ff441821c
1770548202558557,0x116,2,ff4ff441821c
1770548202558843,0x136,0,00800080ff27005d
1770548202558858,0x136,2,00800080ff27005d
1770548202558868,0x2a6,0,99f2ff
1770548202558877,0x2a6,2,99f2ff
1770548202559208,0x236,0,b480099106
1770548202559221,0x236,2,b480099106
1770548202559482,0x206,0,0000000000009098
1770548202559496,0x206,2,0000000000009098
1770548202560012,0x26a,0,de0100
1770548202560026,0x26a,2,de0100
1770548202560321,0xe,2,1fa2200004ff60f9
1770548202560334,0xe,0,1fa2200004ff60f9
1770548202560344,0x228,0,40c06026
1770548202560353,0x228,2,40c06026
1770548202560831,0x178,2,000000000000d046
1770548202560845,0x178,0,000000000000d046
1770548202561100,0x115,0,00c00080000056
1770548202561114,0x115,2,00c00080000056
1770548202561371,0x155,0,b26628256b532805
1770548202561388,0x155,2,b26628256b532805
1770548202561643,0x145,0,ffcf14
1770548202561657,0x145,2,ffcf14
1770548202562109,0x1d4,0,000400000800a081
1770548202562122,0x1d4,2,000400000800a081
1770548202562766,0x202,2,c45f2d9deb05d327
1770548202562780,0x202,0,c45f2d9deb05d327
1770548202563039,0x6f2,2,0372741c1d47d3d1
1770548202563052,0x6f2,0,0372741c1d47d3d1
1770548202563337,0x212,0,d808125408
1770548202563350,0x212,2,d808125408
1770548202563359,0x288,0,0000fc7f00
1770548202563368,0x288,2,0000fc7f00
1770548202563660,0x222,2,000000000010
1770548202563674,0x222,0,000000000010
1770548202563683,0x428,0,0010
1770548202563691,0x428,2,0010
1770548202563949,0x154,2,18321000000040ef
1770548202563963,0x154,0,18321000000040ef
1770548202564248,0x232,0,1615a99a
1770548202564261,0x232,2,1615a99a
1770548202564270,0x402,2,1000
1770548202564280,0x402,0,1000
1770548202564540,0x3a2,0,001000e0ff20050a
1770548202564553,0x3a2,2,001000e0ff20050a
1770548202564803,0x3a3,2,f6ff0080
1770548202564815,0x3a3,0,f6ff0080
1770548202565071,0x252,2,00000000022b00
1770548202565085,0x252,0,00000000022b00
1770548202565428,0x262,2,0000000000000000
1770548202565441,0x262,0,0000000000000000
1770548202565451,0x272,0,ff14cdff02000000
1770548202565460,0x272,2,ff14cdff02000000
1770548202565719,0x2d2,0,0000e502070000
1770548202565733,0x2d2,2,0000e502070000
1770548202566231,0x102,0,d899f6fff6fffc1f
1770548202566244,0x102,2,d899f6fff6fffc1f
1770548202568047,0x106,0,00600080000000e7
1770548202568064,0x106,2,00600080000000e7
1770548202568320,0x116,0,ff4ff441831d
1770548202568334,0x116,2,ff4ff441831d
1770548202568646,0x136,0,00800080ff37006d
1770548202568659,0x136,2,00800080ff37006d
1770548202568669,0x2bf,0,0000529f79eb7a8a
1770548202568679,0x2bf,2,0000529f79eb7a8a
1770548202568929,0x2a6,0,9af3ff
1770548202568943,0x2a6,2,9af3ff
1770548202570251,0xe,0,1fa2200004ff7034
1770548202570265,0xe,2,1fa2200004ff7034
1770548202570712,0x228,0,40c070eb
1770548202570725,0x228,2,40c070eb
1770548202570982,0x115,0,00e00080000076
1770548202570995,0x115,2,00e00080000076
1770548202571296,0x178,2,000000000000e056
1770548202571309,0x178,0,000000000000e056
1770548202571319,0x108,0,00000000f107
1770548202571331,0x108,2,00000000f107
1770548202571593,0x148,0,0126076abd04ff9e
1770548202571607,0x148,2,0126076abd04ff9e
1770548202571867,0x155,0,b27628256b632805
1770548202571883,0x155,2,b27628256b632805
1770548202572242,0x185,0,377003233002fc81
1770548202572256,0x185,2,377003233002fc81
1770548202572266,0x145,2,ffef34
1770548202572275,0x145,0,ffef34
1770548202572533,0x1d4,0,000400000800c0a1
1770548202572546,0x1d4,2,000400000800c0a1
1770548202572807,0x1f8,0,a5f47a91d0f7a605
1770548202572823,0x1f8,2,a5f47a91d0f7a605
1770548202573469,0x298,0,0000fc7f00
1770548202573482,0x298,2,0000fc7f00
1770548202573723,0x154,2,183210000000600f
1770548202573996,0x154,0,183210000000600f
1770548202574009,0x204,0,46003b87
1770548202574020,0x204,2,46003b87
1770548202574276,0x138,0,02174f0000
1770548202574289,0x138,2,02174f0000
1770548202574547,0x385,0,6a71f5fe0c62
1770548202574560,0x385,2,6a71f5fe0c62
1770548202575000,0x22c,0,00a07b0000000000
1770548202575014,0x22c,2,00a07b0000000000
1770548202575325,0x20c,2,0100e0ff00000000
1770548202575339,0x20c,0,0100e0ff00000000
1770548202575348,0x23c,0,000000787864003e
1770548202575358,0x23c,2,000000787864003e
1770548202575646,0x23e,2,30040100aa550f00
1770548202575660,0x23e,0,30040100aa550f00
1770548202575918,0x24c,0,00ff000000fe0100
1770548202575931,0x24c,2,00ff000000fe0100
1770548202576254,0x102,0,cb99f7fff7fffc1f
1770548202576268,0x102,2,cb99f7fff7fffc1f
1770548202576278,0x40c,2,00
1770548202576286,0x40c,0,00
1770548202577889,0x106,0,0080008000000007
1770548202577905,0x106,2,0080008000000007
1770548202578262,0x116,0,ff4ff441841e
1770548202578276,0x116,2,ff4ff441841e
1770548202578286,0x3a8,0,ffffffffff7e0e
1770548202578295,0x3a8,2,ffffffffff7e0e
1770548202578555,0x136,0,00800080ff47007d
1770548202578569,0x136,2,00800080ff47007d
1770548202578818,0x2a6,2,9bf4ff
1770548202578831,0x2a6,0,9bf4ff
1770548202579082,0x236,2,b48009a116
1770548202579095,0x236,0,b48009a116
1770548202579352,0x206,0,000000000000a0a8
1770548202579365,0x206,2,000000000000a0a8
1770548202580063,0x278,0,00000008248140f3
1770548202580077,0x278,2,00000008248140f3
1770548202580334,0x223,2,0000000042000001
1770548202580348,0x223,0,0000000042000001
1770548202580662,0xe,2,1fa2200004ff804b
1770548202580675,0xe,0,1fa2200004ff804b
1770548202580685,0x233,0,300fff0000000000
1770548202580694,0x233,2,300fff0000000000
1770548202580951,0x115,0,00000080000096
1770548202580964,0x115,2,00000080000096
1770548202581230,0x178,0,000000000000f066
1770548202581244,0x178,2,000000000000f066
1770548202581531,0x155,0,b28628256b732805
1770548202581547,0x155,2,b28628256b732805
1770548202581559,0x228,0,40c08094
1770548202581568,0x228,2,40c08094
1770548202581817,0x145,0,ff0f54
1770548202581829,0x145,2,ff0f54
1770548202582085,0x1d4,0,000400000800e0c1
1770548202582099,0x1d4,2,000400000800e0c1
1770548202583317,0x288,0,0000fc7f00
1770548202583331,0x288,2,0000fc7f00
1770548202583590,0x368,0,45f15162644c2f00
1770548202583607,0x368,2,45f15162644c2f00
1770548202583868,0x154,2,183210000000802f
1770548202583882,0x154,0,183210000000802f
1770548202585997,0x102,0,b299f6fff6fffc1f
1770548202586010,0x102,2,b299f6fff6fffc1f
1770548202587792,0x106,2,00a0008000000027
1770548202587807,0x106,0,00a0008000000027
1770548202588058,0x116,2,ff4ff441851f
1770548202588071,0x116,0,ff4ff441851f
1770548202588323,0x136,0,00800080ff57008d
1770548202588337,0x136,2,00800080ff57008d
1770548202588581,0x2a6,0,9cf5ff
1770548202588594,0x2a6,2,9cf5ff
1770548202589806,0x268,2,00000000c3000000
1770548202589820,0x268,0,00000000c3000000
1770548202590256,0xe,0,1fa2200004ff9086
1770548202590268,0xe,2,1fa2200004ff9086
1770548202590512,0x228,0,40c09059
1770548202590525,0x228,2,40c09059
1770548202590960,0x115,2,002000800000b6
1770548202590973,0x115,0,002000800000b6
1770548202591227,0x178,0,0000000000000076
1770548202591240,0x178,2,0000000000000076
1770548202591487,0x108,0,000000000117
1770548202591503,0x108,2,000000000117
1770548202591757,0x148,0,0126076abe040faf
1770548202591770,0x148,2,0126076abe040faf
1770548202592074,0x155,0,b29628256b832805
1770548202592089,0x155,2,b29628256b832805
1770548202592100,0x185,0,3660032220020c6f
1770548202592110,0x185,2,3660032220020c6f
1770548202592352,0x145,0,ff2f74
1770548202592364,0x145,2,ff2f74
1770548202592614,0x1d4,0,00040000080000e1
1770548202592627,0x1d4,2,00040000080000e1
1770548202592877,0x1f8,2,a5f47aa1d007a605
1770548202592892,0x1f8,0,a5f47aa1d007a605
1770548202593422,0x298,0,0000fc7f00
1770548202593435,0x298,2,0000fc7f00
1770548202593871,0x154,0,183210000000a04f
1770548202593884,0x154,2,183210000000a04f
1770548202596039,0x102,0,d699f6fff6fffc1f
1770548202596052,0x102,2,d699f6fff6fffc1f
1770548202597791,0x256,0,9c190030006812b7
1770548202597807,0x256,2,9c190030006812b7
1770548202598068,0x106,0,00c0008000000047
1770548202598083,0x106,2,00c0008000000047
1770548202598332,0x116,0,ff4ff4418620
1770548202598345,0x116,2,ff4ff4418620
1770548202598594,0x136,0,00800080ff67009d
1770548202598607,0x136,2,00800080ff67009d
1770548202598857,0x258,0,a0c800d8000005ed
1770548202598870,0x258,2,a0c800d8000005ed
1770548202599227,0x2a6,0,9df6ff
1770548202599239,0x2a6,2,9df6ff
1770548202599248,0x236,0,b48009b126
1770548202599256,0x236,2,b48009b126
1770548202599505,0x206,0,000000000000b0b8
1770548202599518,0x206,2,000000000000b0b8
1770548202600291,0xe,0,1fa2200004ffa0cc
1770548202600304,0xe,2,1fa2200004ffa0cc
1770548202600549,0x228,0,40c0a013
1770548202600561,0x228,2,40c0a013
1770548202600998,0x115,0,004000800000d6
1770548202601011,0x115,2,004000800000d6
1770548202601263,0x178,0,0000000000001086
1770548202601276,0x178,2,0000000000001086
1770548202601554,0x155,0,b2a628256b932805
1770548202601570,0x155,2,b2a628256b932805
1770548202601581,0x145,0,ff4f94
1770548202601590,0x145,2,ff4f94
1770548202602028,0x1d4,0,0004000008002001
1770548202602041,0x1d4,2,0004000008002001
1770548202603414,0x288,0,0000fc7f00
1770548202603427,0x288,2,0000fc7f00
1770548202603731,0x408,2,e0
1770548202603743,0x408,0,e0
1770548202603752,0x154,0,183210000000c06f
1770548202603761,0x154,2,183210000000c06f
1770548202606205,0x102,0,bc99f6fff6fffc1f
1770548202606219,0x102,2,bc99f6fff6fffc1f
1770548202607819,0x106,0,00e0008000000067
1770548202607835,0x106,2,00e0008000000067
1770548202608101,0x116,0,ff4ff4418721
1770548202608114,0x116,2,ff4ff4418721
1770548202608371,0x136,0,00800080ff7700ad
1770548202608384,0x136,2,00800080ff7700ad
1770548202608643,0x2bf,2,0000529f79eb9aaa
1770548202608657,0x2bf,0,0000529f79eb9aaa
1770548202608905,0x2a6,2,9ef7ff
1770548202608918,0x2a6,0,9ef7ff
1770548202610230,0xe,0,1fa2200004ffb001
1770548202610243,0xe,2,1fa2200004ffb001
1770548202610913,0x178,0,0000000000002096
1770548202610927,0x178,2,0000000000002096
1770548202611228,0x115,0,006000800000f6
1770548202611241,0x115,2,006000800000f6
1770548202611497,0x108,0,000000001127
1770548202611512,0x108,2,000000001127
1770548202611772,0x148,0,0126076abe041fbf
1770548202611786,0x148,2,0126076abe041fbf
1770548202612081,0x155,2,b2b628256ba32805
1770548202612096,0x155,0,b2b628256ba32805
1770548202612108,0x185,2,3770032330021ca1
1770548202612118,0x185,0,3770032330021ca1
1770548202612370,0x145,2,ff6fb4
1770548202612383,0x145,0,ff6fb4
1770548202612641,0x1d4,2,0004000008004021
1770548202612655,0x1d4,0,0004000008004021
1770548202612944,0x1f8,2,a5f47ab1d017a605
1770548202612961,0x1f8,0,a5f47ab1d017a605
1770548202612972,0x228,0,40c0b0de
1770548202612981,0x228,2,40c0b0de
1770548202613277,0x238,0,40c8000000007077
1770548202613291,0x238,2,40c8000000007077
1770548202613301,0x2d5,0,0c205053
1770548202613310,0x2d5,2,0c205053
1770548202613564,0x253,0,0000e0282800
1770548202613578,0x253,2,0000e0282800
1770548202613836,0x2e5,0,88000000004809f6
1770548202613850,0x2e5,2,88000000004809f6
1770548202614110,0x2c8,2,6e8d1b611c25e062
1770548202614123,0x2c8,0,6e8d1b611c25e062
1770548202614445,0x1a5,2,0f03000000000000
1770548202614458,0x1a5,0,0f03000000000000
1770548202614468,0x154,0,183210000000e08f
1770548202614477,0x154,2,183210000000e08f
1770548202614732,0x298,0,0000fc7f00
1770548202614745,0x298,2,0000fc7f00
1770548202616460,0x102,0,c899f6fff5fffc1f
1770548202616474,0x102,2,c899f6fff5fffc1f
1770548202617892,0x106,0,0000008000000087
1770548202617908,0x106,2,0000008000000087
1770548202618227,0x116,0,ff4ff4418822
1770548202618240,0x116,2,ff4ff4418822
1770548202618499,0x136,2,00800080ff8700bd
